Time,MQ8,MQ4,MQ9,MQ7,MQ135
1708586210.1842291,277.1333333333333,144.66666666666666,92.1,220.1,336.23333333333335
1708586270.1842291,269.1333333333333,141.48333333333332,91.81666666666666,215.08333333333334,327.06666666666666
1708586330.184242,264.56666666666666,138.75555555555556,91.18888888888888,212.05555555555554,322.34444444444443
